date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:25:05	103/103	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Oct%202020%2018:25:14%20GMT	https://www.au.edu.pk/robots.txt		(from )
23:25:05	52749/52749	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:14%20GMT	https://www.au.edu.pk/	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/index.html	(from )
23:25:05	12808/12808	---M--	200	added ('OK')	image/png	etag:%224ccc9c22bfed31:0%22	https://www.au.edu.pk/Assets/images/aulogo.png	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/aulogo.png	(from https://www.au.edu.pk/)
23:25:06	23409/23409	---M-Z	200	added ('OK')	text/css	etag:%222512232bfed31:0%22	https://www.au.edu.pk/Assets/Bootstrap/css/bootstrap-theme.min.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Bootstrap/css/bootstrap-theme.min.css	(from https://www.au.edu.pk/)
23:25:06	167352/167352	---M-Z	200	added ('OK')	text/css	etag:%2210a15ff21ed8d51:0%22	https://www.au.edu.pk/Assets/Bootstrap/css/bootstrap.min.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Bootstrap/css/bootstrap.min.css	(from https://www.au.edu.pk/)
23:25:06	2488/2488	---M-Z	200	added ('OK')	text/css	etag:%22cb615432bfed31:0%22	https://www.au.edu.pk/Assets/Bootstrap/css/carousel.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Bootstrap/css/carousel.css	(from https://www.au.edu.pk/)
23:25:07	35134/35134	---M-Z	200	added ('OK')	text/css	etag:%229c914742bfed31:0%22	https://www.au.edu.pk/Assets/Font_Awesome_4.6.3/css/font-awesome.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Font_Awesome_4.6.3/css/font-awesome.css	(from https://www.au.edu.pk/)
23:25:07	395/395	---M-Z	200	added ('OK')	text/css	etag:%225e10a1282bfed31:0%22	https://www.au.edu.pk/Assets/Ticker/assets/css/styles.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Ticker/assets/css/styles.css	(from https://www.au.edu.pk/)
23:25:07	2439/2439	---M-Z	200	added ('OK')	text/css	etag:%22a53f522bfed31:0%22	https://www.au.edu.pk/Assets/Accordion/css/smk-accordion.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Accordion/css/smk-accordion.css	(from https://www.au.edu.pk/)
23:25:08	9876/9876	---M-Z	200	added ('OK')	text/css	etag:%2265e5d932bfed31:0%22	https://www.au.edu.pk/Assets/Custom/css/Custom_Styles.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Custom/css/Custom_Styles.css	(from https://www.au.edu.pk/)
23:25:08	116830/116830	---M-Z	200	added ('OK')	application/javascript	etag:%227e20d532bfed31:0%22	https://www.au.edu.pk/Assets/Bootstrap/js/jquery.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Bootstrap/js/jquery.min.js	(from https://www.au.edu.pk/)
23:25:09	37045/37045	---M-Z	200	added ('OK')	application/javascript	etag:%224e77f892bfed31:0%22	https://www.au.edu.pk/Pages/NewsEvents/bootstrap-3.3.7/js/bootstrap.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/bootstrap-3.3.7/js/bootstrap.min.js	(from https://www.au.edu.pk/)
23:25:09	3033/3033	---M-Z	200	added ('OK')	application/javascript	etag:%2263e8b8282bfed31:0%22	https://www.au.edu.pk/Assets/Ticker/assets/js/tickerme.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Ticker/assets/js/tickerme.min.js	(from https://www.au.edu.pk/)
23:25:09	3528/3528	---M-Z	200	added ('OK')	application/javascript	etag:%223621432bfed31:0%22	https://www.au.edu.pk/Assets/Accordion/js/smk-accordion.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Accordion/js/smk-accordion.js	(from https://www.au.edu.pk/)
23:25:10	86709/86709	---M-Z	200	added ('OK')	application/javascript	etag:%22c591f42bfed31:0%22	https://www.au.edu.pk/Assets/Custom/js/jquery3.1.1.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Custom/js/jquery3.1.1.min.js	(from https://www.au.edu.pk/)
23:25:10	26043/26043	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:19%20GMT	https://www.au.edu.pk/Pages/AUInfo/downloads.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/AUInfo/downloads.html	(from https://www.au.edu.pk/)
23:25:10	27803/27803	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:19%20GMT	https://www.au.edu.pk/Pages/AUInfo/Advertisment.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/AUInfo/Advertisment.html	(from https://www.au.edu.pk/)
23:25:10	32028/32028	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:20%20GMT	https://www.au.edu.pk/Pages/AUInfo/Advertisment.aspx?tnd=2	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/AUInfo/Advertisment3a28.html	(from https://www.au.edu.pk/)
23:25:11	22621/22621	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:20%20GMT	https://www.au.edu.pk/Pages/Library/about_Library.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Library/about_Library.html	(from https://www.au.edu.pk/)
23:25:11	27648/27648	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:20%20GMT	https://www.au.edu.pk/Pages/AffilatedInstitutes/interoduction.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/AffilatedInstitutes/interoduction.html	(from https://www.au.edu.pk/)
23:25:11	22600/22600	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:20%20GMT	https://www.au.edu.pk/Pages/ConstituentUnit/constituent_units_info.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/ConstituentUnit/constituent_units_info.html	(from https://www.au.edu.pk/)
23:25:12	22125/22125	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:21%20GMT	https://www.au.edu.pk/Pages/About/au_lms.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/About/au_lms.html	(from https://www.au.edu.pk/)
23:25:12	23147/23147	---M--	200	added ('OK')	image/png	etag:%229279822bfed31:0%22	https://www.au.edu.pk/Assets/images/ab.png	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/ab.png	(from https://www.au.edu.pk/)
23:25:12	52761/52761	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:22%20GMT	https://www.au.edu.pk/Default.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Default.html	(from https://www.au.edu.pk/)
23:25:13	20051/20051	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:22%20GMT	https://www.au.edu.pk/Pages/About/Vision_Mission.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/About/Vision_Mission.html	(from https://www.au.edu.pk/)
23:25:13	25041/25041	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:22%20GMT	https://www.au.edu.pk/Pages/Admission/Why_AU.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/Why_AU.html	(from https://www.au.edu.pk/)
23:25:13	27873/27873	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:22%20GMT	https://www.au.edu.pk/Pages/Admission/admission_schedule.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/admission_schedule.html	(from https://www.au.edu.pk/)
23:25:14	47903/47903	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:23%20GMT	https://www.au.edu.pk/Pages/Admission/fees_financial.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/fees_financial.html	(from https://www.au.edu.pk/)
23:25:14	25862/25862	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:23%20GMT	https://www.au.edu.pk/Pages/Admission/Scholarship.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/Scholarship.html	(from https://www.au.edu.pk/)
23:25:14	94785/94785	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:23%20GMT	https://www.au.edu.pk/Pages/Admission/eligibility_criteria.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/eligibility_criteria.html	(from https://www.au.edu.pk/)
23:25:15	25926/25926	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:24%20GMT	https://www.au.edu.pk/Pages/Admission/required_documents.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/required_documents.html	(from https://www.au.edu.pk/)
23:25:15	22336/22336	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:24%20GMT	https://www.au.edu.pk/Pages/Admission/how_to_apply.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/how_to_apply.html	(from https://www.au.edu.pk/)
23:25:16	27572/27572	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:24%20GMT	https://www.au.edu.pk/Pages/Admission/prepare_adm_test.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/prepare_adm_test.html	(from https://www.au.edu.pk/)
23:25:16	21598/21598	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:25%20GMT	https://www.au.edu.pk/Pages/Admission/late_admission.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/late_admission.html	(from https://www.au.edu.pk/)
23:25:16	22890/22890	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:25%20GMT	https://www.au.edu.pk/Pages/Admission/transfer-students.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Admission/transfer-students.html	(from https://www.au.edu.pk/)
23:25:17	22414/22414	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:26%20GMT	https://www.au.edu.pk/Pages/Faculties/DASSS/Departments/AerospaceSciences/dept_aerospace_about.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Faculties/DASSS/Departments/AerospaceSciences/dept_aerospace_about.html	(from https://www.au.edu.pk/)
23:25:17	22111/22111	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:26%20GMT	https://www.au.edu.pk/Pages/Faculties/IAA/iaa.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Faculties/IAA/iaa.html	(from https://www.au.edu.pk/)
23:25:18	22115/22115	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:26%20GMT	https://www.au.edu.pk/Pages/Faculties/Basic_Applied_Sciences/faclty_applied_about.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Faculties/Basic_Applied_Sciences/faclty_applied_about.html	(from https://www.au.edu.pk/)
23:25:18	16418/16418	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:28%20GMT	https://www.au.edu.pk/Pages/Faculties/Computing_AI/fact_cs_dean_msg.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Faculties/Computing_AI/fact_cs_dean_msg.html	(from https://www.au.edu.pk/)
23:25:18	23621/23621	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:28%20GMT	https://www.au.edu.pk/Pages/Faculties/Engineering/faculty_engineering_about.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Faculties/Engineering/faculty_engineering_about.html	(from https://www.au.edu.pk/)
23:25:19	22852/22852	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:28%20GMT	https://www.au.edu.pk/Pages/Faculties/SocialSciences/academics_faculty_social_sciences.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Faculties/SocialSciences/academics_faculty_social_sciences.html	(from https://www.au.edu.pk/)
23:25:19	25090/25090	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:28%20GMT	https://www.au.edu.pk/Pages/Research/computing.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Research/computing.html	(from https://www.au.edu.pk/)
23:25:19	25081/25081	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:29%20GMT	https://www.au.edu.pk/Pages/CPEC/cpec_about_us.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/CPEC/cpec_about_us.html	(from https://www.au.edu.pk/)
23:25:20	23264/23264	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:29%20GMT	https://www.au.edu.pk/Pages/NCCS/nccs_about.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NCCS/nccs_about.html	(from https://www.au.edu.pk/)
23:25:20	22955/22955	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:30%20GMT	https://www.au.edu.pk/Pages/QEC/qec_home.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/QEC/qec_home.html	(from https://www.au.edu.pk/)
23:25:20	25922/25922	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:30%20GMT	https://www.au.edu.pk/Pages/ORIC/oric_home.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/ORIC/oric_home.html	(from https://www.au.edu.pk/)
23:25:20	47114/47114	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:30%20GMT	https://www.au.edu.pk/Pages/About/Contact_Us.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/About/Contact_Us.html	(from https://www.au.edu.pk/)
23:25:21	450833/450833	---M--	200	added ('OK')	image/jpeg	etag:%225c9ab7a71a93d61:0%22	https://www.au.edu.pk/Assets/images/slider/large/hec_financial1.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/slider/large/hec_financial1.jpg	(from https://www.au.edu.pk/)
23:25:21	84498/84498	---M--	200	added ('OK')	image/jpeg	etag:%22456b3dee676d61:0%22	https://www.au.edu.pk/Assets/images/slider/large/FMC_Achievement.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/slider/large/FMC_Achievement.jpg	(from https://www.au.edu.pk/)
23:25:22	324188/324188	---M--	200	added ('OK')	image/jpeg	etag:%22d5afbd5f7449d61:0%22	https://www.au.edu.pk/Assets/images/slider/large/hec_certified.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/slider/large/hec_certified.jpg	(from https://www.au.edu.pk/)
23:25:22	357938/357938	---M--	200	added ('OK')	image/jpeg	etag:%227156fa6d8d44d61:0%22	https://www.au.edu.pk/Assets/images/slider/large/eEducation.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/slider/large/eEducation.jpg	(from https://www.au.edu.pk/)
23:25:23	44751/44751	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:32%20GMT	https://www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails.aspx?id=58	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails48db.html	(from https://www.au.edu.pk/)
23:25:23	472836/472836	---M--	200	added ('OK')	image/jpeg	etag:%22d7a5f723f742d61:0%22	https://www.au.edu.pk/Assets/images/slider/large/NCCS.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/slider/large/NCCS.jpg	(from https://www.au.edu.pk/)
23:25:24	281961/281961	---M--	200	added ('OK')	image/jpeg	etag:%224365959fd62cd61:0%22	https://www.au.edu.pk/Assets/images/slider/large/au_lms_banner.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/slider/large/au_lms_banner.jpg	(from https://www.au.edu.pk/)
23:25:24	122002/122002	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:33%20GMT	https://www.au.edu.pk/Pages/NewsEvents/AllNewsEvents.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/AllNewsEvents.html	(from https://www.au.edu.pk/)
23:25:25	42528/42528	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:34%20GMT	https://www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails.aspx?id=51	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails7d36.html	(from https://www.au.edu.pk/)
23:25:25	759835/759835	---M--	200	added ('OK')	image/jpeg	etag:%2214676c17dde7d51:0%22	https://www.au.edu.pk/Assets/images/news_events_img/51_1.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/news_events_img/51_1.jpg	(from https://www.au.edu.pk/)
23:25:25	42531/42531	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:35%20GMT	https://www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails.aspx?id=50	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails0c98.html	(from https://www.au.edu.pk/)
23:25:26	606281/606281	---M--	200	added ('OK')	image/jpeg	etag:%2260284cb8d8e7d51:0%22	https://www.au.edu.pk/Assets/images/news_events_img/50_1.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/news_events_img/50_1.jpg	(from https://www.au.edu.pk/)
23:25:26	44378/44378	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:36%20GMT	https://www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails.aspx?id=49	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails2568.html	(from https://www.au.edu.pk/)
23:25:27	745264/745264	---M--	200	added ('OK')	image/jpeg	etag:%226ed86de3d5e7d51:0%22	https://www.au.edu.pk/Assets/images/news_events_img/49_1.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/news_events_img/49_1.jpg	(from https://www.au.edu.pk/)
23:25:27	44272/44272	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:36%20GMT	https://www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails.aspx?id=46	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/NewsEvents/NewsEventsDetails084d.html	(from https://www.au.edu.pk/)
23:25:27	106267/106267	---M--	200	added ('OK')	image/jpeg	etag:%2237a0e24da5ddd51:0%22	https://www.au.edu.pk/Assets/images/news_events_img/46_1.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/news_events_img/46_1.jpg	(from https://www.au.edu.pk/)
23:25:28	663/663	---M--	200	added ('OK')	image/gif	etag:%22b7d45ea2bfed31:0%22	https://www.au.edu.pk/Assets/images/Main_PageImages/new.gif	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/Main_PageImages/new.gif	(from https://www.au.edu.pk/)
23:25:28	27597/27597	---M--	200	added ('OK')	image/jpeg	etag:%224a248a2da6dcd51:0%22	https://www.au.edu.pk/Pages/About/About_Images/vc.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/About/About_Images/vc.jpg	(from https://www.au.edu.pk/)
23:25:29	46594/46594	---M--	200	added ('OK')	image/jpeg	etag:%22fdff8a2bfed31:0%22	https://www.au.edu.pk/Assets/images/Main_PageImages/Admission-1.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/Main_PageImages/Admission-1.jpg	(from https://www.au.edu.pk/)
23:25:29	41767/41767	---M--	200	added ('OK')	image/jpeg	etag:%229bf5aa2bfed31:0%22	https://www.au.edu.pk/Assets/images/Main_PageImages/job.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/Main_PageImages/job.jpg	(from https://www.au.edu.pk/)
23:25:29	73099/73099	---M--	200	added ('OK')	image/jpeg	etag:%22f691fea2bfed31:0%22	https://www.au.edu.pk/Assets/images/Main_PageImages/placement.jpg	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/images/Main_PageImages/placement.jpg	(from https://www.au.edu.pk/)
23:25:30	271751/271751	---MCZ	200	added ('OK')	application/javascript	etag:%22d2fdca12bfed31:0%22	https://www.au.edu.pk/Assets/cdn_files/jquery-3.3.1.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/cdn_files/jquery-3.3.1.js	(from https://www.au.edu.pk/)
23:25:30	31804/31804	---M-Z	200	added ('OK')	application/javascript	etag:%2268578722bfed31:0%22	https://www.au.edu.pk/Assets/cdn_files/moment.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/cdn_files/moment.min.js	(from https://www.au.edu.pk/)
23:25:30	107468/107468	---M-Z	200	added ('OK')	application/javascript	etag:%22ccb3b22bfed31:0%22	https://www.au.edu.pk/Assets/cdn_files/fullcalendar.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/cdn_files/fullcalendar.min.js	(from https://www.au.edu.pk/)
23:25:31	240427/240427	---MCZ	200	added ('OK')	application/javascript	etag:%22857bcc22bfed31:0%22	https://www.au.edu.pk/Assets/cdn_files/jquery-ui.min.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/cdn_files/jquery-ui.min.js	(from https://www.au.edu.pk/)
23:25:31	12332/12332	---M-Z	200	added ('OK')	text/css	etag:%22af3aa712bfed31:0%22	https://www.au.edu.pk/Assets/cdn_files/fullcalendar.min.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/cdn_files/fullcalendar.min.css	(from https://www.au.edu.pk/)
23:25:31	5683690/5683690	---M--	200	added ('OK')	application/pdf	etag:%222be2bc874e8ad61:0%22	https://www.au.edu.pk/AU_Documents/Orientation-booklet.pdf	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/AU_Documents/Orientation-booklet.pdf	(from https://www.au.edu.pk/)
23:25:31	35212/35212	---M-Z	200	added ('OK')	text/css	etag:%22ee24d212bfed31:0%22	https://www.au.edu.pk/Assets/cdn_files/jquery-ui.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/cdn_files/jquery-ui.css	(from https://www.au.edu.pk/)
23:25:31	9106/9106	---M-Z	200	added ('OK')	text/css	etag:%22649153242bfed31:0%22	https://www.au.edu.pk/Assets/Accordion/calendar/css/monthly.css	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Accordion/calendar/css/monthly.css	(from https://www.au.edu.pk/)
23:25:32	17983/17983	---M-Z	200	added ('OK')	application/javascript	etag:%22ff4164242bfed31:0%22	https://www.au.edu.pk/Assets/Accordion/calendar/js/monthly.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Accordion/calendar/js/monthly.js	(from https://www.au.edu.pk/)
23:25:32	1638/1638	---M-Z	200	added ('OK')	application/javascript	etag:%22bff0e122bfed31:0%22	https://www.au.edu.pk/Assets/Scripts/Common.js	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Assets/Scripts/Common.js	(from https://www.au.edu.pk/)
23:25:33	50955/50955	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:41%20GMT	https://www.au.edu.pk/Pages/About/time_line.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/About/time_line.html	(from https://www.au.edu.pk/)
23:25:33	21940/21940	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:43%20GMT	https://www.au.edu.pk/Pages/About/visit_au.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/About/visit_au.html	(from https://www.au.edu.pk/)
23:25:33	23999/23999	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:43%20GMT	https://www.au.edu.pk/Pages/Academics/office_director_academics.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Academics/office_director_academics.html	(from https://www.au.edu.pk/)
23:25:34	21609/21609	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:44%20GMT	https://www.au.edu.pk/Pages/Examination/exam_introduction.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Examination/exam_introduction.html	(from https://www.au.edu.pk/)
23:25:35	21943/21943	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:44%20GMT	https://www.au.edu.pk/Pages/StudentAffairs/introduction.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/StudentAffairs/introduction.html	(from https://www.au.edu.pk/)
23:25:35	22277/22277	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:45%20GMT	https://www.au.edu.pk/Pages/Sports/sports_introduction.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/Sports/sports_introduction.html	(from https://www.au.edu.pk/)
23:25:36	24875/24875	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:45%20GMT	https://www.au.edu.pk/Pages/QEC/quality_policy_air_university.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/QEC/quality_policy_air_university.html	(from https://www.au.edu.pk/)
23:25:36	282851/282851	---M--	200	added ('OK')	application/pdf	etag:%22c8c65bf3e292d51:0%22	https://www.au.edu.pk/AU_Documents/Air_University_policy_on_Harassment.pdf	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/AU_Documents/Air_University_policy_on_Harassment.pdf	(from https://www.au.edu.pk/)
23:25:36	23069/23069	---M-Z	200	added ('OK')	text/html	date:Sat,%2003%20Oct%202020%2018:25:46%20GMT	https://www.au.edu.pk/Pages/QEC/self_assessment_manual.aspx	G:/SCRAPY/Clone%20Air/AirUniversity/www.au.edu.pk/Pages/QEC/self_assessment_manual.html	(from https://www.au.edu.pk/)
